speed_current_kmh,speed_avg_5min_kmh,distance_remaining_km,stops_remaining,hour_of_day,day_of_week,is_peak_hour,traffic_delay_minutes,trip_progress_pct,route_total_km,actual_eta_minutes,route_id,congestion_factor
25.09,28.96,2.914,3,15,1,1,2.87,65.7,8.5,11.12,R1,1.576
24.62,28.96,1.882,2,15,1,1,1.85,77.9,8.5,6.75,R1,1.576
24.76,28.96,0.85,1,15,1,1,0.84,90.0,8.5,1.75,R1,1.576
31.63,33.93,14.25,11,6,2,0,8.19,5.0,15.0,44.39,R4,1.313
28.2,33.93,12.429,10,6,2,0,7.14,17.1,15.0,40.18,R4,1.313
30.94,33.93,10.607,8,6,2,0,6.09,29.3,15.0,31.1,R4,1.313
25.6,33.93,8.786,7,6,2,0,5.05,41.4,15.0,29.51,R4,1.313
33.56,33.93,6.964,6,6,2,0,4.0,53.6,15.0,22.22,R4,1.313
30.69,33.93,5.143,4,6,2,0,2.95,65.7,15.0,17.06,R4,1.313
35.1,33.93,3.321,3,6,2,0,1.91,77.9,15.0,11.39,R4,1.313
25.04,33.93,1.5,2,6,2,0,0.86,90.0,15.0,6.65,R4,1.313
29.64,29.68,5.225,4,10,0,0,1.74,5.0,5.5,14.66,R3,1.184
28.94,29.68,4.557,4,10,0,0,1.52,17.1,5.5,14.94,R3,1.184
26.94,29.68,3.889,3,10,0,0,1.3,29.3,5.5,11.5,R3,1.184
29.71,29.68,3.221,3,10,0,0,1.07,41.4,5.5,7.41,R3,1.184
30.97,29.68,2.554,2,10,0,0,0.85,53.6,5.5,8.29,R3,1.184
25.37,29.68,1.886,2,10,0,0,0.63,65.7,5.5,5.86,R3,1.184
32.56,29.68,1.218,1,10,0,0,0.41,77.9,5.5,2.51,R3,1.184
28.06,29.68,0.55,1,10,0,0,0.18,90.0,5.5,1.6,R3,1.184
36.92,32.02,11.4,9,12,1,0,0.27,5.0,12.0,29.25,R2,1.013
35.3,32.02,9.943,8,12,1,0,0.24,17.1,12.0,27.32,R2,1.013
38.07,32.02,8.486,7,12,1,0,0.2,29.3,12.0,26.33,R2,1.013
30.8,32.02,7.029,6,12,1,0,0.17,41.4,12.0,18.72,R2,1.013
32.63,32.02,5.571,5,12,1,0,0.13,53.6,12.0,14.94,R2,1.013
35.86,32.02,4.114,4,12,1,0,0.1,65.7,12.0,9.44,R2,1.013
35.07,32.02,2.657,2,12,1,0,0.06,77.9,12.0,5.01,R2,1.013
38.57,32.02,1.2,1,12,1,0,0.03,90.0,12.0,4.86,R2,1.013
19.8,16.64,8.075,6,7,4,1,14.16,5.0,8.5,30.87,R1,1.963
16.5,16.64,7.043,5,7,4,1,12.35,17.1,8.5,26.6,R1,1.963
13.5,16.64,6.011,5,7,4,1,10.54,29.3,8.5,24.22,R1,1.963
20.07,16.64,4.979,4,7,4,1,8.73,41.4,8.5,19.06,R1,1.963
20.67,16.64,3.946,3,7,4,1,6.92,53.6,8.5,16.44,R1,1.963
18.55,16.64,2.914,3,7,4,1,5.11,65.7,8.5,13.39,R1,1.963
18.09,16.64,1.882,2,7,4,1,3.3,77.9,8.5,8.24,R1,1.963
14.24,16.64,0.85,1,7,4,1,1.49,90.0,8.5,2.75,R1,1.963
21.72,18.7,11.4,9,7,3,1,10.28,5.0,12.0,42.08,R2,1.719
22.95,18.7,9.943,8,7,3,1,8.97,17.1,12.0,37.98,R2,1.719
23.76,18.7,8.486,7,7,3,1,7.65,29.3,12.0,33.4,R2,1.719
21.92,18.7,7.029,6,7,3,1,6.34,41.4,12.0,27.64,R2,1.719
24.14,18.7,5.571,5,7,3,1,5.02,53.6,12.0,22.05,R2,1.719
23.24,18.7,4.114,4,7,3,1,3.71,65.7,12.0,19.52,R2,1.719
20.34,18.7,2.657,2,7,3,1,2.4,77.9,12.0,11.04,R2,1.719
19.81,18.7,1.2,1,7,3,1,1.08,90.0,12.0,5.23,R2,1.719
15.31,17.26,5.225,4,8,1,1,9.1,5.0,5.5,25.06,R3,1.88
16.33,17.26,4.557,4,8,1,1,7.93,17.1,5.5,18.99,R3,1.88
20.58,17.26,3.889,3,8,1,1,6.77,29.3,5.5,14.38,R3,1.88
15.36,17.26,3.221,3,8,1,1,5.61,41.4,5.5,11.75,R3,1.88
19.62,17.26,2.554,2,8,1,1,4.45,53.6,5.5,11.21,R3,1.88
19.13,17.26,1.886,2,8,1,1,3.28,65.7,5.5,6.09,R3,1.88
14.64,17.26,1.218,1,8,1,1,2.12,77.9,5.5,5.13,R3,1.88
11.29,17.26,0.55,1,8,1,1,0.96,90.0,5.5,1.61,R3,1.88
22.21,21.29,6.65,5,15,3,1,9.62,5.0,7.0,26.65,R5,1.712
24.51,21.29,5.8,5,15,3,1,8.39,17.1,7.0,22.98,R5,1.712
24.32,21.29,4.95,4,15,3,1,7.16,29.3,7.0,18.22,R5,1.712
22.6,21.29,4.1,3,15,3,1,5.93,41.4,7.0,14.49,R5,1.712
26.22,21.29,3.25,3,15,3,1,4.7,53.6,7.0,12.23,R5,1.712
24.89,21.29,2.4,2,15,3,1,3.47,65.7,7.0,6.53,R5,1.712
16.13,21.29,1.55,2,15,3,1,2.24,77.9,7.0,6.72,R5,1.712
25.92,21.29,0.7,1,15,3,1,1.01,90.0,7.0,4.26,R5,1.712
13.48,21.46,8.075,6,15,3,1,13.36,5.0,8.5,32.05,R1,1.755
20.38,21.46,7.043,5,15,3,1,11.66,17.1,8.5,25.88,R1,1.755
22.78,21.46,6.011,5,15,3,1,9.95,29.3,8.5,28.01,R1,1.755
20.15,21.46,4.979,4,15,3,1,8.24,41.4,8.5,22.53,R1,1.755
16.03,21.46,3.946,3,15,3,1,6.53,53.6,8.5,16.24,R1,1.755
18.91,21.46,2.914,3,15,3,1,4.82,65.7,8.5,14.06,R1,1.755
19.22,21.46,1.882,2,15,3,1,3.12,77.9,8.5,9.34,R1,1.755
18.87,21.46,0.85,1,15,3,1,1.41,90.0,8.5,4.26,R1,1.755
10.11,14.96,11.4,9,17,0,0,18.82,5.0,12.0,45.01,R2,1.828
19.61,14.96,9.943,8,17,0,0,16.41,17.1,12.0,40.36,R2,1.828
14.98,14.96,8.486,7,17,0,0,14.01,29.3,12.0,33.87,R2,1.828
19.54,14.96,7.029,6,17,0,0,11.6,41.4,12.0,27.2,R2,1.828
16.01,14.96,5.571,5,17,0,0,9.2,53.6,12.0,21.86,R2,1.828
16.52,14.96,4.114,4,17,0,0,6.79,65.7,12.0,16.37,R2,1.828
15.57,14.96,2.657,2,17,0,0,4.39,77.9,12.0,10.25,R2,1.828
17.11,14.96,1.2,1,17,0,0,1.98,90.0,12.0,7.45,R2,1.828
32.36,30.69,11.4,9,6,0,0,4.89,5.0,12.0,34.58,R2,1.235
27.26,30.69,9.943,8,6,0,0,4.27,17.1,12.0,30.49,R2,1.235
25.81,30.69,8.486,7,6,0,0,3.64,29.3,12.0,25.22,R2,1.235
32.45,30.69,7.029,6,6,0,0,3.02,41.4,12.0,21.3,R2,1.235
25.38,30.69,5.571,5,6,0,0,2.39,53.6,12.0,18.99,R2,1.235
25.76,30.69,4.114,4,6,0,0,1.77,65.7,12.0,10.83,R2,1.235
28.19,30.69,2.657,2,6,0,0,1.14,77.9,12.0,6.46,R2,1.235
27.46,30.69,1.2,1,6,0,0,0.52,90.0,12.0,4.93,R2,1.235
15.06,16.21,5.225,4,17,1,0,7.38,5.0,5.5,20.76,R3,1.671
19.72,16.21,4.557,4,17,1,0,6.43,17.1,5.5,16.4,R3,1.671
20.98,16.21,3.889,3,17,1,0,5.49,29.3,5.5,16.12,R3,1.671
18.08,16.21,3.221,3,17,1,0,4.55,41.4,5.5,14.86,R3,1.671
17.45,16.21,2.554,2,17,1,0,3.61,53.6,5.5,10.29,R3,1.671
15.88,16.21,1.886,2,17,1,0,2.66,65.7,5.5,9.91,R3,1.671
15.41,16.21,1.218,1,17,1,0,1.72,77.9,5.5,5.72,R3,1.671
13.79,16.21,0.55,1,17,1,0,0.78,90.0,5.5,3.22,R3,1.671
26.59,29.03,14.25,11,6,1,0,8.62,5.0,15.0,43.57,R4,1.288
27.75,29.03,12.429,10,6,1,0,7.52,17.1,15.0,38.25,R4,1.288
33.98,29.03,10.607,8,6,1,0,6.41,29.3,15.0,31.42,R4,1.288
31.32,29.03,8.786,7,6,1,0,5.31,41.4,15.0,25.22,R4,1.288
25.92,29.03,6.964,6,6,1,0,4.21,53.6,15.0,22.01,R4,1.288
24.54,29.03,5.143,4,6,1,0,3.11,65.7,15.0,13.45,R4,1.288
32.84,29.03,3.321,3,6,1,0,2.01,77.9,15.0,11.84,R4,1.288
28.07,29.03,1.5,2,6,1,0,0.91,90.0,15.0,5.61,R4,1.288
25.09,30.79,8.075,6,14,3,0,4.51,5.0,8.5,24.24,R1,1.27
18.64,30.79,7.043,5,14,3,0,3.93,17.1,8.5,23.72,R1,1.27
26.4,30.79,6.011,5,14,3,0,3.35,29.3,8.5,16.7,R1,1.27
23.63,30.79,4.979,4,14,3,0,2.78,41.4,8.5,16.35,R1,1.27
30.23,30.79,3.946,3,14,3,0,2.2,53.6,8.5,11.25,R1,1.27
27.45,30.79,2.914,3,14,3,0,1.63,65.7,8.5,7.44,R1,1.27
26.07,30.79,1.882,2,14,3,0,1.05,77.9,8.5,6.16,R1,1.27
26.59,30.79,0.85,1,14,3,0,0.47,90.0,8.5,3.02,R1,1.27
33.76,33.12,8.075,6,14,4,0,2.77,5.0,8.5,25.22,R1,1.28
23.35,33.12,7.043,5,14,4,0,2.42,17.1,8.5,17.54,R1,1.28
29.42,33.12,6.011,5,14,4,0,2.06,29.3,8.5,16.75,R1,1.28
31.51,33.12,4.979,4,14,4,0,1.71,41.4,8.5,14.1,R1,1.28
25.93,33.12,3.946,3,14,4,0,1.35,53.6,8.5,11.52,R1,1.28
31.84,33.12,2.914,3,14,4,0,1.0,65.7,8.5,9.02,R1,1.28
30.18,33.12,1.882,2,14,4,0,0.65,77.9,8.5,4.58,R1,1.28
35.27,33.12,0.85,1,14,4,0,0.29,90.0,8.5,1.69,R1,1.28
20.7,21.15,8.075,6,7,0,1,10.77,5.0,8.5,27.52,R1,1.751
25.83,21.15,7.043,5,7,0,1,9.39,17.1,8.5,24.99,R1,1.751
23.23,21.15,6.011,5,7,0,1,8.02,29.3,8.5,22.37,R1,1.751
17.31,21.15,4.979,4,7,0,1,6.64,41.4,8.5,19.68,R1,1.751
21.6,21.15,3.946,3,7,0,1,5.26,53.6,8.5,16.34,R1,1.751
23.48,21.15,2.914,3,7,0,1,3.89,65.7,8.5,13.96,R1,1.751
21.04,21.15,1.882,2,7,0,1,2.51,77.9,8.5,6.09,R1,1.751
23.98,21.15,0.85,1,7,0,1,1.13,90.0,8.5,2.86,R1,1.751
30.61,27.25,11.4,9,14,1,0,6.43,5.0,12.0,35.92,R2,1.27
34.09,27.25,9.943,8,14,1,0,5.61,17.1,12.0,31.25,R2,1.27
27.23,27.25,8.486,7,14,1,0,4.79,29.3,12.0,26.56,R2,1.27
32.44,27.25,7.029,6,14,1,0,3.97,41.4,12.0,20.0,R2,1.27
34.06,27.25,5.571,5,14,1,0,3.14,53.6,12.0,17.53,R2,1.27
31.79,27.25,4.114,4,14,1,0,2.32,65.7,12.0,9.96,R2,1.27
27.99,27.25,2.657,2,14,1,0,1.5,77.9,12.0,7.51,R2,1.27
31.75,27.25,1.2,1,14,1,0,0.68,90.0,12.0,2.31,R2,1.27
15.53,22.27,14.25,11,16,0,1,20.48,5.0,15.0,52.03,R4,1.711
25.31,22.27,12.429,10,16,0,1,17.86,17.1,15.0,46.86,R4,1.711
22.06,22.27,10.607,8,16,0,1,15.25,29.3,15.0,38.87,R4,1.711
19.87,22.27,8.786,7,16,0,1,12.63,41.4,15.0,33.29,R4,1.711
19.27,22.27,6.964,6,16,0,1,10.01,53.6,15.0,30.0,R4,1.711
24.39,22.27,5.143,4,16,0,1,7.39,65.7,15.0,20.63,R4,1.711
18.81,22.27,3.321,3,16,0,1,4.77,77.9,15.0,12.07,R4,1.711
23.71,22.27,1.5,2,16,0,1,2.16,90.0,15.0,5.96,R4,1.711
18.81,21.64,11.4,9,7,3,1,19.2,5.0,12.0,46.66,R2,1.763
15.32,21.64,9.943,8,7,3,1,16.74,17.1,12.0,38.92,R2,1.763
15.26,21.64,8.486,7,7,3,1,14.29,29.3,12.0,33.85,R2,1.763
17.9,21.64,7.029,6,7,3,1,11.84,41.4,12.0,31.97,R2,1.763
25.92,21.64,5.571,5,7,3,1,9.38,53.6,12.0,24.63,R2,1.763
20.17,21.64,4.114,4,7,3,1,6.93,65.7,12.0,17.46,R2,1.763
18.95,21.64,2.657,2,7,3,1,4.47,77.9,12.0,8.68,R2,1.763
21.52,21.64,1.2,1,7,3,1,2.02,90.0,12.0,7.42,R2,1.763
26.3,31.05,5.225,4,14,4,0,1.62,5.0,5.5,13.59,R3,1.191
30.11,31.05,4.557,4,14,4,0,1.41,17.1,5.5,14.77,R3,1.191
32.54,31.05,3.889,3,14,4,0,1.2,29.3,5.5,10.99,R3,1.191
29.21,31.05,3.221,3,14,4,0,1.0,41.4,5.5,9.67,R3,1.191
30.66,31.05,2.554,2,14,4,0,0.79,53.6,5.5,8.59,R3,1.191
32.05,31.05,1.886,2,14,4,0,0.58,65.7,5.5,3.85,R3,1.191
30.92,31.05,1.218,1,14,4,0,0.38,77.9,5.5,3.32,R3,1.191
31.15,31.05,0.55,1,14,4,0,0.17,90.0,5.5,2.26,R3,1.191
27.07,28.16,11.4,9,9,0,0,8.79,5.0,12.0,36.07,R2,1.362
28.61,28.16,9.943,8,9,0,0,7.66,17.1,12.0,28.54,R2,1.362
24.63,28.16,8.486,7,9,0,0,6.54,29.3,12.0,27.59,R2,1.362
27.87,28.16,7.029,6,9,0,0,5.42,41.4,12.0,20.97,R2,1.362
29.28,28.16,5.571,5,9,0,0,4.29,53.6,12.0,21.91,R2,1.362
22.15,28.16,4.114,4,9,0,0,3.17,65.7,12.0,10.08,R2,1.362
36.06,28.16,2.657,2,9,0,0,2.05,77.9,12.0,9.0,R2,1.362
27.58,28.16,1.2,1,9,0,0,0.93,90.0,12.0,2.93,R2,1.362
34.15,31.31,11.4,9,14,1,0,2.63,5.0,12.0,35.05,R2,1.114
32.39,31.31,9.943,8,14,1,0,2.29,17.1,12.0,25.25,R2,1.114
34.88,31.31,8.486,7,14,1,0,1.96,29.3,12.0,23.6,R2,1.114
32.91,31.31,7.029,6,14,1,0,1.62,41.4,12.0,21.02,R2,1.114
30.68,31.31,5.571,5,14,1,0,1.28,53.6,12.0,16.86,R2,1.114
33.37,31.31,4.114,4,14,1,0,0.95,65.7,12.0,13.46,R2,1.114
32.28,31.31,2.657,2,14,1,0,0.61,77.9,12.0,7.05,R2,1.114
34.8,31.31,1.2,1,14,1,0,0.28,90.0,12.0,4.54,R2,1.114
24.53,23.2,14.25,11,6,3,0,8.39,5.0,15.0,41.92,R4,1.317
28.64,23.2,12.429,10,6,3,0,7.31,17.1,15.0,35.71,R4,1.317
29.24,23.2,10.607,8,6,3,0,6.24,29.3,15.0,34.71,R4,1.317
29.67,23.2,8.786,7,6,3,0,5.17,41.4,15.0,26.24,R4,1.317
21.72,23.2,6.964,6,6,3,0,4.1,53.6,15.0,23.39,R4,1.317
28.2,23.2,5.143,4,6,3,0,3.03,65.7,15.0,16.48,R4,1.317
28.34,23.2,3.321,3,6,3,0,1.95,77.9,15.0,11.36,R4,1.317
31.99,23.2,1.5,2,6,3,0,0.88,90.0,15.0,4.43,R4,1.317
22.16,28.18,8.075,6,9,2,0,3.03,5.0,8.5,24.01,R1,1.298
25.24,28.18,7.043,5,9,2,0,2.64,17.1,8.5,21.18,R1,1.298
27.31,28.18,6.011,5,9,2,0,2.25,29.3,8.5,14.94,R1,1.298
21.56,28.18,4.979,4,9,2,0,1.87,41.4,8.5,16.92,R1,1.298
22.4,28.18,3.946,3,9,2,0,1.48,53.6,8.5,10.53,R1,1.298
29.88,28.18,2.914,3,9,2,0,1.09,65.7,8.5,8.99,R1,1.298
25.99,28.18,1.882,2,9,2,0,0.71,77.9,8.5,4.24,R1,1.298
30.98,28.18,0.85,1,9,2,0,0.32,90.0,8.5,2.42,R1,1.298
16.74,21.16,5.225,4,9,4,0,6.55,5.0,5.5,15.07,R3,1.637
15.79,21.16,4.557,4,9,4,0,5.71,17.1,5.5,16.29,R3,1.637
18.93,21.16,3.889,3,9,4,0,4.87,29.3,5.5,16.37,R3,1.637
15.22,21.16,3.221,3,9,4,0,4.04,41.4,5.5,10.33,R3,1.637
16.64,21.16,2.554,2,9,4,0,3.2,53.6,5.5,10.41,R3,1.637
15.13,21.16,1.886,2,9,4,0,2.36,65.7,5.5,7.71,R3,1.637
16.68,21.16,1.218,1,9,4,0,1.53,77.9,5.5,4.66,R3,1.637
16.2,21.16,0.55,1,9,4,0,0.69,90.0,5.5,2.2,R3,1.637
28.42,27.87,8.075,6,13,2,0,0.96,5.0,8.5,21.33,R1,1.066
35.91,27.87,7.043,5,13,2,0,0.84,17.1,8.5,19.38,R1,1.066
32.88,27.87,6.011,5,13,2,0,0.72,29.3,8.5,16.71,R1,1.066
33.6,27.87,4.979,4,13,2,0,0.59,41.4,8.5,9.77,R1,1.066
35.03,27.87,3.946,3,13,2,0,0.47,53.6,8.5,12.78,R1,1.066
26.85,27.87,2.914,3,13,2,0,0.35,65.7,8.5,10.03,R1,1.066
31.38,27.87,1.882,2,13,2,0,0.22,77.9,8.5,4.4,R1,1.066
28.34,27.87,0.85,1,13,2,0,0.1,90.0,8.5,1.02,R1,1.066
23.43,23.19,11.4,9,7,0,1,12.97,5.0,12.0,40.47,R2,1.634
23.57,23.19,9.943,8,7,0,1,11.32,17.1,12.0,34.97,R2,1.634
23.54,23.19,8.486,7,7,0,1,9.66,29.3,12.0,30.81,R2,1.634
24.59,23.19,7.029,6,7,0,1,8.0,41.4,12.0,25.78,R2,1.634
22.27,23.19,5.571,5,7,0,1,6.34,53.6,12.0,17.19,R2,1.634
23.51,23.19,4.114,4,7,0,1,4.68,65.7,12.0,14.9,R2,1.634
22.74,23.19,2.657,2,7,0,1,3.02,77.9,12.0,8.57,R2,1.634
16.94,23.19,1.2,1,7,0,1,1.37,90.0,12.0,3.11,R2,1.634
16.43,18.56,8.075,6,8,0,1,9.53,5.0,8.5,33.09,R1,1.922
18.73,18.56,7.043,5,8,0,1,8.31,17.1,8.5,24.08,R1,1.922
18.64,18.56,6.011,5,8,0,1,7.09,29.3,8.5,24.95,R1,1.922
13.52,18.56,4.979,4,8,0,1,5.87,41.4,8.5,16.74,R1,1.922
17.8,18.56,3.946,3,8,0,1,4.66,53.6,8.5,17.4,R1,1.922
17.83,18.56,2.914,3,8,0,1,3.44,65.7,8.5,9.41,R1,1.922
15.86,18.56,1.882,2,8,0,1,2.22,77.9,8.5,5.58,R1,1.922
18.34,18.56,0.85,1,8,0,1,1.0,90.0,8.5,3.88,R1,1.922
30.56,25.4,5.225,4,10,3,0,2.88,5.0,5.5,14.77,R3,1.268
28.62,25.4,4.557,4,10,3,0,2.51,17.1,5.5,15.07,R3,1.268
31.01,25.4,3.889,3,10,3,0,2.14,29.3,5.5,7.45,R3,1.268
28.49,25.4,3.221,3,10,3,0,1.78,41.4,5.5,12.94,R3,1.268
31.65,25.4,2.554,2,10,3,0,1.41,53.6,5.5,5.21,R3,1.268
31.2,25.4,1.886,2,10,3,0,1.04,65.7,5.5,8.58,R3,1.268
32.0,25.4,1.218,1,10,3,0,0.67,77.9,5.5,6.47,R3,1.268
28.06,25.4,0.55,1,10,3,0,0.3,90.0,5.5,3.49,R3,1.268
19.15,17.78,8.075,6,7,3,1,8.98,5.0,8.5,30.56,R1,1.767
15.94,17.78,7.043,5,7,3,1,7.83,17.1,8.5,27.15,R1,1.767
16.51,17.78,6.011,5,7,3,1,6.69,29.3,8.5,22.85,R1,1.767
13.13,17.78,4.979,4,7,3,1,5.54,41.4,8.5,20.43,R1,1.767
13.07,17.78,3.946,3,7,3,1,4.39,53.6,8.5,14.43,R1,1.767
17.45,17.78,2.914,3,7,3,1,3.24,65.7,8.5,11.2,R1,1.767
15.49,17.78,1.882,2,7,3,1,2.09,77.9,8.5,11.24,R1,1.767
12.36,17.78,0.85,1,7,3,1,0.95,90.0,8.5,5.47,R1,1.767
21.95,22.75,11.4,9,6,4,0,8.71,5.0,12.0,38.94,R2,1.554
21.18,22.75,9.943,8,6,4,0,7.6,17.1,12.0,34.36,R2,1.554
22.34,22.75,8.486,7,6,4,0,6.48,29.3,12.0,29.91,R2,1.554
21.01,22.75,7.029,6,6,4,0,5.37,41.4,12.0,25.37,R2,1.554
20.47,22.75,5.571,5,6,4,0,4.26,53.6,12.0,18.06,R2,1.554
25.47,22.75,4.114,4,6,4,0,3.14,65.7,12.0,16.53,R2,1.554
26.45,22.75,2.657,2,6,4,0,2.03,77.9,12.0,10.37,R2,1.554
23.49,22.75,1.2,1,6,4,0,0.92,90.0,12.0,3.16,R2,1.554
28.8,19.96,11.4,9,15,3,1,20.69,5.0,12.0,46.2,R2,1.829
21.72,19.96,9.943,8,15,3,1,18.05,17.1,12.0,42.77,R2,1.829
28.25,19.96,8.486,7,15,3,1,15.4,29.3,12.0,31.79,R2,1.829
24.76,19.96,7.029,6,15,3,1,12.76,41.4,12.0,29.3,R2,1.829
24.38,19.96,5.571,5,15,3,1,10.11,53.6,12.0,22.43,R2,1.829
25.17,19.96,4.114,4,15,3,1,7.47,65.7,12.0,18.56,R2,1.829
27.82,19.96,2.657,2,15,3,1,4.82,77.9,12.0,9.56,R2,1.829
25.23,19.96,1.2,1,15,3,1,2.18,90.0,12.0,4.67,R2,1.829
36.04,38.13,11.4,9,11,1,0,0.13,5.0,12.0,33.87,R2,1.006
39.06,38.13,9.943,8,11,1,0,0.11,17.1,12.0,25.78,R2,1.006
36.51,38.13,8.486,7,11,1,0,0.1,29.3,12.0,22.54,R2,1.006
38.3,38.13,7.029,6,11,1,0,0.08,41.4,12.0,17.66,R2,1.006
36.19,38.13,5.571,5,11,1,0,0.06,53.6,12.0,13.28,R2,1.006
35.17,38.13,4.114,4,11,1,0,0.05,65.7,12.0,11.77,R2,1.006
31.18,38.13,2.657,2,11,1,0,0.03,77.9,12.0,4.11,R2,1.006
38.09,38.13,1.2,1,11,1,0,0.01,90.0,12.0,1.8,R2,1.006
21.48,24.66,14.25,11,9,2,0,11.32,5.0,15.0,44.86,R4,1.392
24.92,24.66,12.429,10,9,2,0,9.87,17.1,15.0,39.74,R4,1.392
24.32,24.66,10.607,8,9,2,0,8.43,29.3,15.0,35.02,R4,1.392
22.01,24.66,8.786,7,9,2,0,6.98,41.4,15.0,30.68,R4,1.392
24.62,24.66,6.964,6,9,2,0,5.53,53.6,15.0,24.84,R4,1.392
23.02,24.66,5.143,4,9,2,0,4.08,65.7,15.0,18.8,R4,1.392
22.48,24.66,3.321,3,9,2,0,2.64,77.9,15.0,12.88,R4,1.392
24.66,24.66,1.5,2,9,2,0,1.19,90.0,15.0,8.58,R4,1.392
17.0,16.47,14.25,11,8,1,1,16.19,5.0,15.0,51.18,R4,1.818
11.4,16.47,12.429,10,8,1,1,14.12,17.1,15.0,45.16,R4,1.818
17.5,16.47,10.607,8,8,1,1,12.05,29.3,15.0,39.7,R4,1.818
19.15,16.47,8.786,7,8,1,1,9.98,41.4,15.0,33.4,R4,1.818
23.76,16.47,6.964,6,8,1,1,7.91,53.6,15.0,25.67,R4,1.818
22.25,16.47,5.143,4,8,1,1,5.84,65.7,15.0,19.08,R4,1.818
15.89,16.47,3.321,3,8,1,1,3.77,77.9,15.0,10.33,R4,1.818
17.71,16.47,1.5,2,8,1,1,1.7,90.0,15.0,6.85,R4,1.818
32.49,35.87,5.225,4,14,0,0,1.12,5.0,5.5,13.19,R3,1.167
31.76,35.87,4.557,4,14,0,0,0.98,17.1,5.5,15.37,R3,1.167
32.58,35.87,3.889,3,14,0,0,0.83,29.3,5.5,9.25,R3,1.167
30.93,35.87,3.221,3,14,0,0,0.69,41.4,5.5,8.22,R3,1.167
37.75,35.87,2.554,2,14,0,0,0.55,53.6,5.5,4.81,R3,1.167
37.82,35.87,1.886,2,14,0,0,0.4,65.7,5.5,6.41,R3,1.167
33.02,35.87,1.218,1,14,0,0,0.26,77.9,5.5,4.7,R3,1.167
30.24,35.87,0.55,1,14,0,0,0.12,90.0,5.5,0.5,R3,1.167
30.25,29.04,11.4,9,9,1,0,6.04,5.0,12.0,32.53,R2,1.341
28.1,29.04,9.943,8,9,1,0,5.27,17.1,12.0,30.66,R2,1.341
26.94,29.04,8.486,7,9,1,0,4.5,29.3,12.0,25.28,R2,1.341
27.41,29.04,7.029,6,9,1,0,3.73,41.4,12.0,19.64,R2,1.341
22.35,29.04,5.571,5,9,1,0,2.95,53.6,12.0,16.45,R2,1.341
24.53,29.04,4.114,4,9,1,0,2.18,65.7,12.0,12.5,R2,1.341
26.72,29.04,2.657,2,9,1,0,1.41,77.9,12.0,11.52,R2,1.341
28.8,29.04,1.2,1,9,1,0,0.64,90.0,12.0,6.38,R2,1.341
33.09,27.23,14.25,11,6,3,0,5.45,5.0,15.0,42.5,R4,1.236
29.57,27.23,12.429,10,6,3,0,4.76,17.1,15.0,37.18,R4,1.236
30.38,27.23,10.607,8,6,3,0,4.06,29.3,15.0,29.5,R4,1.236
29.73,27.23,8.786,7,6,3,0,3.36,41.4,15.0,27.19,R4,1.236
29.6,27.23,6.964,6,6,3,0,2.67,53.6,15.0,21.15,R4,1.236
31.52,27.23,5.143,4,6,3,0,1.97,65.7,15.0,15.38,R4,1.236
33.77,27.23,3.321,3,6,3,0,1.27,77.9,15.0,8.59,R4,1.236
34.68,27.23,1.5,2,6,3,0,0.57,90.0,15.0,3.11,R4,1.236
19.81,20.39,8.075,6,16,2,1,13.19,5.0,8.5,34.16,R1,1.817
18.06,20.39,7.043,5,16,2,1,11.5,17.1,8.5,28.69,R1,1.817
21.22,20.39,6.011,5,16,2,1,9.82,29.3,8.5,24.64,R1,1.817
19.25,20.39,4.979,4,16,2,1,8.13,41.4,8.5,19.7,R1,1.817
26.08,20.39,3.946,3,16,2,1,6.45,53.6,8.5,17.27,R1,1.817
25.85,20.39,2.914,3,16,2,1,4.76,65.7,8.5,9.84,R1,1.817
22.82,20.39,1.882,2,16,2,1,3.07,77.9,8.5,8.16,R1,1.817
24.62,20.39,0.85,1,16,2,1,1.39,90.0,8.5,5.61,R1,1.817
20.13,23.09,11.4,9,15,2,1,10.37,5.0,12.0,35.99,R2,1.559
20.18,23.09,9.943,8,15,2,1,9.04,17.1,12.0,32.41,R2,1.559
20.04,23.09,8.486,7,15,2,1,7.72,29.3,12.0,29.5,R2,1.559
19.03,23.09,7.029,6,15,2,1,6.39,41.4,12.0,23.66,R2,1.559
19.31,23.09,5.571,5,15,2,1,5.07,53.6,12.0,20.43,R2,1.559
21.52,23.09,4.114,4,15,2,1,3.74,65.7,12.0,14.86,R2,1.559
18.79,23.09,2.657,2,15,2,1,2.42,77.9,12.0,8.33,R2,1.559
16.09,23.09,1.2,1,15,2,1,1.09,90.0,12.0,4.25,R2,1.559
23.06,20.81,6.65,5,16,2,1,8.64,5.0,7.0,25.54,R5,1.805
31.18,20.81,5.8,5,16,2,1,7.54,17.1,7.0,22.96,R5,1.805
29.38,20.81,4.95,4,16,2,1,6.43,29.3,7.0,20.42,R5,1.805
21.46,20.81,4.1,3,16,2,1,5.33,41.4,7.0,17.83,R5,1.805
22.07,20.81,3.25,3,16,2,1,4.22,53.6,7.0,13.01,R5,1.805
20.45,20.81,2.4,2,16,2,1,3.12,65.7,7.0,8.87,R5,1.805
24.46,20.81,1.55,2,16,2,1,2.01,77.9,7.0,5.82,R5,1.805
24.14,20.81,0.7,1,16,2,1,0.91,90.0,7.0,3.82,R5,1.805
